n_age,b_gender,n_income,n_daysWithoutFrequency,n_lifetimeValue,b_useByTime,b_waterActivities,b_fitnessActivities,b_teamActivities,b_combatActivities,n_allowedWeeklyVisits,n_allowedVisits,n_realVisits,n_renewals,b_dropout,n_timeAsCustomer,c_timeAsCustomer,n_recency,c_recency,n_frequenciesWeek,c_frequenciesWeek,n_classesWeek,c_classesWeek,n_classesVisit,c_classesVisit,n_ratioUtilization,c_utilization,n_spentPerMonth,b_rareActivities
60.0,1,7860.0,33.0,388.2,0,1.0,1.0,0.0,0.0,7.0,67.97,4.0,2.0,1,502.0,12m+,1220,>12m,0.8227091633466136,0.5-1,0.0,0,0.0,0,5.884949242312785,<25%,23.199203187250994,0.0
25.0,0,2040.0,867.0,547.2,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,4.0,1,1041.0,12m+,1660,>12m,0.0067243035542747355,<0.1,0.0,0,0.0,0,0.0,<25%,15.769452449567723,1.0
23.0,0,1980.0,38.0,201.0,0,0.0,1.0,0.0,0.0,7.0,60.97,4.0,1.0,1,298.0,6-12m,1078,>12m,0.9865771812080537,0.5-1,0.0,0,0.0,0,6.5606035755289485,<25%,20.234899328859058,0.0
40.0,1,4170.0,285.0,233.2,0,0.0,0.0,0.0,0.0,1.0,8.43,0.0,1.0,1,372.0,12m+,1792,>12m,0.3010752688172043,0.2-0.5,0.20698924731182797,0.1-0.5,0.6875,0.5-1,0.0,<25%,18.806451612903224,1.0
38.0,0,3940.0,34.0,414.5,0,0.0,1.0,0.0,0.0,4.0,19.44,1.0,1.0,1,672.0,12m+,148,3-12m,0.9479166666666666,0.5-1,0.010416666666666666,<0.1,0.01098901098901099,<0.5,5.144032921810699,<25%,18.504464285714285,0.0
19.0,1,1430.0,70.0,96.19999999999996,0,1.0,0.0,0.0,0.0,7.0,60.97,0.0,0.0,1,99.0,3-6m,212,3-12m,0.35353535353535354,0.2-0.5,0.0,0,0.0,0,0.0,<25%,29.151515151515138,0.0
29.0,1,3480.0,20.0,105.6,0,0.0,1.0,0.0,0.0,7.0,30.03,5.0,1.0,1,238.0,6-12m,1085,>12m,0.20588235294117646,0.2-0.5,0.0,0,0.0,0,16.65001665001665,<25%,13.310924369747898,0.0
21.0,1,2090.0,46.0,63.60000000000002,0,0.0,1.0,0.0,0.0,7.0,67.97,6.0,0.0,1,102.0,3-6m,1233,>12m,1.4411764705882353,1-2,0.0,0,0.0,0,8.827423863469178,<25%,18.705882352941185,0.0
35.0,1,4010.0,1.0,100.19999999999999,0,1.0,0.0,0.0,0.0,7.0,30.03,6.0,0.0,0,38.0,1-3m,1,<1w,1.105263157894737,1-2,0.0,0,0.0,0,19.98001998001998,<25%,79.10526315789473,0.0
8.0,0,0.0,2.0,337.85,0,1.0,0.0,0.0,1.0,4.0,34.28,15.0,1.0,0,273.0,6-12m,2,<1w,0.6410256410256411,0.5-1,0.3333333333333333,0.1-0.5,0.52,0.5-1,43.75729288214702,25-50%,37.12637362637363,0.0
9.0,0,0.0,87.0,941.7,0,1.0,0.0,1.0,0.0,2.0,17.42,0.0,3.0,1,1383.0,12m+,544,>12m,0.23282718727404195,0.2-0.5,0.16196673897324657,0.1-0.5,0.6956521739130435,0.5-1,0.0,<25%,20.427331887201735,0.0
24.0,1,2950.0,47.0,25.600000000000023,0,0.0,1.0,0.0,0.0,7.0,49.98,1.0,0.0,1,51.0,1-3m,1291,>12m,0.13725490196078433,0.1-0.2,0.0,0,0.0,0,2.0008003201280515,<25%,15.058823529411779,0.0
21.0,1,1670.0,51.0,40.0,0,0.0,1.0,0.0,0.0,7.0,60.97,3.0,0.0,1,64.0,1-3m,1325,>12m,0.65625,0.5-1,0.0,0,0.0,0,4.920452681646712,<25%,18.75,0.0
34.0,1,3280.0,88.0,531.0,0,1.0,0.0,0.0,0.0,1.0,8.71,0.0,2.0,1,758.0,12m+,106,3-12m,0.5171503957783641,0.5-1,0.470976253298153,0.1-0.5,0.9107142857142857,0.5-1,0.0,<25%,21.015831134564646,0.0
14.0,0,0.0,31.0,377.0,0,1.0,0.0,0.0,0.0,2.0,17.42,2.0,1.0,1,460.0,12m+,693,>12m,0.5173913043478261,0.5-1,0.31956521739130433,0.1-0.5,0.6176470588235294,0.5-1,11.48105625717566,<25%,24.586956521739133,0.0
20.0,0,1670.0,65.0,527.15,0,1.0,1.0,0.0,0.0,7.0,60.97,0.0,3.0,1,1206.0,12m+,727,>12m,0.3714759535655058,0.2-0.5,0.11028192371475953,0.1-0.5,0.296875,<0.5,0.0,<25%,13.11318407960199,0.0
38.0,1,4380.0,232.0,158.2,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,1.0,1,268.0,6-12m,1738,>12m,0.07835820895522388,<0.1,0.0,0,0.0,0,0.0,<25%,17.708955223880597,0.0
21.0,0,1140.0,62.0,517.9,1,1.0,0.0,0.0,0.0,7.0,60.97,16.0,2.0,1,974.0,12m+,154,3-12m,0.8839835728952772,0.5-1,0.0,0,0.0,0,26.242414302115794,25-50%,15.951745379876796,0.0
66.0,1,5040.0,0.0,356.2,0,1.0,1.0,0.0,0.0,4.0,17.16,3.0,1.0,0,293.0,6-12m,0,<1w,1.0034129692832765,1-2,0.33447098976109213,0.1-0.5,0.3333333333333333,<0.5,17.482517482517483,<25%,36.47098976109215,0.0
23.0,0,2130.0,22.000000000000007,392.8,0,0.0,1.0,0.0,0.0,7.0,27.019999999999996,4.0,1.0,1,634.0,12m+,1209,>12m,2.6498422712933754,2-3,0.0,0,0.0,0,14.803849000740195,<25%,18.586750788643535,0.0
27.0,1,2400.0,217.0,187.45,0,0.0,0.0,0.0,1.0,7.0,59.01,11.0,2.0,0,482.0,12m+,217,3-12m,0.46473029045643155,0.2-0.5,0.0,0,0.0,0,18.640908320623623,<25%,11.667012448132779,0.0
35.0,1,3280.0,20.0,40.05000000000001,0,0.0,1.0,0.0,0.0,7.0,60.97,5.0,0.0,1,81.0,1-3m,344,3-12m,0.43209876543209874,0.2-0.5,0.0,0,0.0,0,8.200754469411185,<25%,14.833333333333337,0.0
26.0,0,2990.0,55.0,488.2,0,0.0,0.0,0.0,0.0,2.0,17.42,8.0,1.0,1,344.0,6-12m,1561,>12m,0.936046511627907,0.5-1,0.936046511627907,0.5-1,1.0,0.5-1,45.92422502870264,25-50%,42.57558139534884,1.0
21.0,0,2170.0,13.0,966.8,0,0.0,0.0,1.0,0.0,2.0,17.42,3.0,6.0,0,1961.0,12m+,13,1-2w,0.09637939826619071,<0.1,0.09280979092299847,<0.1,0.9629629629629629,0.5-1,17.22158438576349,<25%,14.790413054563997,0.0
18.0,1,1660.0,11.0,60.400000000000006,0,0.0,1.0,0.0,0.0,4.0,22.84,8.0,0.0,1,43.0,1-3m,335,3-12m,1.302325581395349,1-2,1.302325581395349,>1,1.0,0.5-1,35.02626970227671,25-50%,42.139534883720934,0.0
20.0,1,1520.0,28.0,819.5999999999999,0,1.0,0.0,0.0,0.0,3.0,26.13,14.0,1.0,1,272.0,6-12m,728,>12m,0.4375,0.2-0.5,0.4375,0.1-0.5,1.0,0.5-1,53.578262533486416,50-75%,90.39705882352939,0.0
21.0,1,1490.0,11.0,189.5,0,0.0,1.0,0.0,0.0,7.0,60.97,13.0,1.0,1,578.0,12m+,184,3-12m,0.39965397923875434,0.2-0.5,0.0,0,0.0,0,21.321961620469082,<25%,9.835640138408305,0.0
58.0,1,5390.0,41.00000000000001,98.6,0,0.0,1.0,0.0,0.0,7.0,60.97,3.0,0.0,1,101.0,3-6m,703,>12m,1.0396039603960396,1-2,0.0,0,0.0,0,4.920452681646712,<25%,29.287128712871286,0.0
35.0,1,2520.0,244.0,812.7,1,0.0,1.0,0.0,0.0,7.0,60.97,13.0,3.0,1,1370.0,12m+,336,3-12m,1.4204379562043796,1-2,0.0,0,0.0,0,21.321961620469082,<25%,17.796350364963505,0.0
25.0,1,2190.0,29.0,427.3,0,0.0,1.0,0.0,0.0,7.0,60.97,25.0,3.0,1,670.0,12m+,822,>12m,1.7238805970149254,1-2,0.0,0,0.0,0,41.00377234705593,25-50%,19.132835820895522,0.0
33.0,1,3100.0,36.0,153.95,0,0.0,1.0,0.0,0.0,7.0,52.01,4.0,1.0,0,170.0,3-6m,36,1-2m,0.5352941176470588,0.5-1,0.0,0,0.0,0,7.690828686791002,<25%,27.167647058823526,0.0
24.0,0,2030.0,37.0,103.6,0,0.0,1.0,0.0,0.0,7.0,60.97,7.0,0.0,1,127.0,3-6m,1247,>12m,1.1023622047244095,1-2,0.0,0,0.0,0,11.481056257175661,<25%,24.472440944881885,0.0
29.0,1,3800.0,65.0,254.2,0,0.0,1.0,0.0,0.0,7.0,60.97,11.0,1.0,1,334.0,6-12m,1571,>12m,0.8383233532934131,0.5-1,0.0,0,0.0,0,18.04165983270461,<25%,22.83233532934132,0.0
19.0,0,1680.0,53.0,55.599999999999994,0,0.0,1.0,0.0,0.0,7.0,60.97,3.0,0.0,1,96.0,3-6m,1449,>12m,0.3645833333333333,0.2-0.5,0.0,0,0.0,0,4.920452681646712,<25%,17.375,0.0
26.0,1,1340.0,75.0,206.2,1,0.0,1.0,0.0,0.0,7.0,60.97,5.0,1.0,1,644.0,12m+,532,>12m,0.41304347826086957,0.2-0.5,0.0,0,0.0,0,8.200754469411185,<25%,9.605590062111801,0.0
37.0,0,2220.0,8.999999999999986,1122.4,0,0.0,1.0,0.0,0.0,7.0,60.97,31.0,5.0,0,1668.0,12m+,9,1-2w,2.5599520383693046,2-3,0.08393285371702638,<0.1,0.03278688524590164,<0.5,50.84467771034935,50-75%,20.18705035971223,1.0
54.0,1,6030.0,62.0,486.9,0,0.0,1.0,0.0,0.0,2.0,17.42,2.0,3.0,1,690.0,12m+,855,>12m,0.4666666666666667,0.2-0.5,0.43623188405797103,0.1-0.5,0.9347826086956522,0.5-1,11.48105625717566,<25%,21.169565217391305,0.0
49.0,0,5060.0,138.0,658.3,0,0.0,1.0,0.0,1.0,7.0,90.02,0.0,3.0,1,893.0,12m+,931,>12m,0.6898096304591266,0.5-1,0.0,0,0.0,0,0.0,<25%,22.11534154535274,0.0
21.0,0,1590.0,33.0,91.1,0,0.0,1.0,0.0,0.0,7.0,60.97,5.0,0.0,1,90.0,1-3m,1080,>12m,0.7,0.5-1,0.0,0,0.0,0,8.200754469411185,<25%,30.366666666666664,0.0
4.0,0,0.0,5.0,1329.91,0,1.0,0.0,0.0,0.0,2.0,17.42,6.0,4.0,0,1217.0,12m+,5,<1w,0.6384552177485621,0.5-1,0.5809367296631059,0.5-1,0.9099099099099099,0.5-1,34.44316877152698,25-50%,32.78331963845522,0.0
72.0,1,5260.0,0.0,54.599999999999994,0,0.0,1.0,0.0,0.0,7.0,42.98,3.0,0.0,1,61.0,1-3m,1465,>12m,0.45901639344262296,0.2-0.5,0.0,0,0.0,0,6.9799906933457425,<25%,26.85245901639344,0.0
22.0,1,1750.0,34.0,63.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,5.0,0.0,1,84.0,1-3m,707,>12m,1.0000000000000004,1-2,0.0,0,0.0,0,8.200754469411185,<25%,22.714285714285722,0.0
1.0,1,0.0,53.0,428.2,0,1.0,0.0,0.0,0.0,1.0,8.71,3.0,1.0,1,341.0,6-12m,1559,>12m,0.24633431085043997,0.2-0.5,0.1436950146627566,0.1-0.5,0.5833333333333331,0.5-1,34.44316877152698,25-50%,37.671554252199414,0.0
20.0,1,2320.0,22.000000000000007,172.1,0,0.0,1.0,0.0,0.0,7.0,60.97,9.0,2.0,1,421.0,12m+,164,3-12m,0.5985748218527316,0.5-1,0.0,0,0.0,0,14.761358044940135,<25%,12.263657957244655,0.0
25.0,1,1590.0,7.0,279.8,0,0.0,1.0,0.0,1.0,7.0,56.0,4.0,4.0,0,1499.0,12m+,7,<1w,0.07938625750500333,<0.1,0.0,0,0.0,0,7.142857142857143,<25%,5.599733155436958,0.0
32.0,1,2240.0,29.0,53.599999999999994,0,0.0,1.0,0.0,0.0,7.0,30.03,1.0,0.0,1,31.0,1-3m,1140,>12m,0.22580645161290322,0.2-0.5,0.0,0,0.0,0,3.33000333000333,<25%,51.87096774193547,0.0
17.0,0,2030.0,3.0,1827.15,0,0.0,0.0,1.0,0.0,4.0,17.16,4.0,4.0,0,1508.0,12m+,3,<1w,0.7984084880636605,0.5-1,0.7891246684350133,0.5-1,0.9883720930232558,0.5-1,23.31002331002331,<25%,36.34913793103449,0.0
19.0,1,1570.0,49.0,30.0,0,0.0,1.0,0.0,0.0,7.0,59.01,7.0,0.0,1,59.0,1-3m,560,>12m,0.8305084745762712,0.5-1,0.0,0,0.0,0,11.862396204033216,<25%,15.254237288135592,0.0
7.0,0,0.0,0.0,903.0,0,1.0,0.0,0.0,0.0,4.0,34.84,16.0,2.0,0,486.0,12m+,0,<1w,1.0802469135802468,1-2,1.0946502057613168,>1,1.0133333333333334,>1,45.92422502870264,25-50%,55.74074074074074,0.0
24.0,1,2270.0,49.0,75.6,0,0.0,1.0,0.0,0.0,7.0,62.02,3.0,0.0,1,101.0,3-6m,1414,>12m,0.831683168316832,0.5-1,0.0,0,0.0,0,4.837149306675266,<25%,22.455445544554454,0.0
25.0,0,2250.0,2.0,246.6,0,0.0,1.0,0.0,0.0,7.0,60.97,15.0,0.0,1,281.0,6-12m,1220,>12m,1.4697508896797153,1-2,0.0,0,0.0,0,24.602263408233558,<25%,26.327402135231317,0.0
42.0,1,4740.0,67.0,326.9,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,1.0,1,260.0,6-12m,421,>12m,0.6730769230769231,0.5-1,0.0,0,0.0,0,0.0,<25%,37.71923076923077,0.0
22.0,0,1810.0,39.0,167.6,0,0.0,1.0,0.0,0.0,7.0,67.97,7.0,0.0,1,297.0,6-12m,1226,>12m,1.6498316498316499,1-2,0.0,0,0.0,0,10.298661174047375,<25%,16.92929292929293,0.0
21.0,1,1330.0,50.0,239.2,0,0.0,1.0,0.0,0.0,7.0,62.02,3.0,3.0,1,705.0,12m+,681,>12m,0.3872340425531915,0.2-0.5,0.0,0,0.0,0,4.837149306675266,<25%,10.178723404255319,0.0
19.0,0,1300.0,39.0,83.59999999999997,0,1.0,0.0,0.0,0.0,7.0,59.99,3.0,0.0,1,99.0,3-6m,1066,>12m,1.2727272727272727,1-2,0.0,0,0.0,0,5.0008334722453744,<25%,25.33333333333332,0.0
39.0,1,3730.0,100.0,498.2,0,1.0,0.0,0.0,0.0,7.0,59.01,0.0,3.0,1,663.0,12m+,700,>12m,0.5384615384615384,0.5-1,0.0,0,0.0,0,0.0,<25%,22.542986425339365,0.0
26.0,1,2160.0,41.00000000000001,53.400000000000006,0,0.0,1.0,0.0,0.0,7.0,60.97,9.0,0.0,1,63.0,1-3m,552,>12m,1.0,0.5-1,0.0,0,0.0,0,14.761358044940135,<25%,25.42857142857143,0.0
9.0,0,0.0,42.0,1315.87,0,1.0,0.0,0.0,0.0,2.0,17.42,1.0,3.0,1,1413.0,12m+,499,>12m,0.5498938428874734,0.5-1,0.505307855626327,0.5-1,0.918918918918919,0.5-1,5.74052812858783,<25%,27.937791932059447,0.0
32.0,1,2140.0,21.0,749.65,0,1.0,0.0,0.0,0.0,7.0,38.01,3.0,3.0,1,911.0,12m+,135,3-12m,1.1064763995609221,1-2,0.0,0,0.0,0,7.892659826361484,<25%,24.686608122941823,0.0
9.0,0,0.0,25.0,167.5,0,0.0,0.0,0.0,1.0,7.0,60.97,2.0,0.0,1,102.0,3-6m,1287,>12m,0.27450980392156865,0.2-0.5,0.0,0,0.0,0,3.2803017877644742,<25%,49.26470588235294,0.0
19.0,1,1130.0,97.0,263.2,0,0.0,1.0,0.0,0.0,7.0,28.98,14.0,1.0,1,352.0,6-12m,1603,>12m,1.5909090909090908,1-2,0.0,0,0.0,0,48.309178743961354,25-50%,22.43181818181818,0.0
31.0,1,2190.0,58.0,49.39999999999998,0,0.0,1.0,0.0,0.0,7.0,58.03,2.0,0.0,1,58.0,1-3m,658,>12m,0.1206896551724138,0.1-0.2,0.0,0,0.0,0,3.4464931931759435,<25%,25.55172413793102,0.0
10.999999999999998,1,0.0,6.0,1236.05,0,1.0,0.0,0.0,0.0,2.0,8.579999999999998,5.0,4.0,0,1219.0,12m+,6,<1w,0.48810500410172275,0.2-0.5,0.46513535684987695,0.1-0.5,0.9529411764705882,0.5-1,58.275058275058285,50-75%,30.419606234618538,0.0
35.0,1,1550.0,3.0,100.19999999999999,0,1.0,0.0,0.0,0.0,7.0,21.98,4.0,0.0,0,48.0,1-3m,3,<1w,0.7291666666666666,0.5-1,0.0,0,0.0,0,18.198362147406733,<25%,62.625,0.0
21.0,0,1510.0,62.0,146.6,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,0.0,1,107.0,3-6m,1462,>12m,0.8504672897196262,0.5-1,0.0,0,0.0,0,0.0,<25%,41.10280373831776,0.0
27.0,1,1960.0,8.999999999999986,1020.05,0,0.0,1.0,0.0,0.0,7.0,28.98,4.0,5.0,0,1703.0,12m+,9,1-2w,0.6658837345860248,0.5-1,0.008220786846741044,<0.1,0.012345679012345677,<0.5,13.802622498274673,<25%,17.96917204932472,0.0
20.0,1,1320.0,39.0,61.599999999999994,0,0.0,1.0,0.0,0.0,7.0,62.02,3.0,0.0,1,152.0,3-6m,1226,>12m,0.3684210526315789,0.2-0.5,0.0,0,0.0,0,4.837149306675266,<25%,12.157894736842104,0.0
59.0,1,7370.0,2.0,63.849999999999966,0,0.0,1.0,0.0,0.0,2.0,14.859999999999996,6.0,0.0,0,66.0,1-3m,2,<1w,0.6363636363636364,0.5-1,0.6363636363636364,0.5-1,1.0,0.5-1,40.37685060565277,25-50%,29.022727272727256,0.0
23.0,1,1730.0,24.0,43.69999999999999,0,0.0,0.0,0.0,0.0,6.2,21.98,0.0,0.0,0,37.0,1-3m,24,2-4w,0.1891891891891892,0.1-0.2,0.0,0,0.0,0,0.0,<25%,35.43243243243242,0.0
62.0,1,8150.0,190.0,218.6,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,0.0,1,219.0,6-12m,1066,>12m,0.2237442922374429,0.2-0.5,0.0,0,0.0,0,0.0,<25%,29.945205479452053,0.0
39.0,1,3180.0,19.0,443.0,0,1.0,1.0,0.0,1.0,7.0,60.97,3.0,1.0,1,641.0,12m+,161,3-12m,0.2948517940717629,0.2-0.5,0.0,0,0.0,0,4.920452681646712,<25%,20.733229329173167,0.0
23.0,1,1440.0,29.0,109.1,0,1.0,0.0,0.0,0.0,7.0,60.97,3.0,0.0,1,106.0,3-6m,822,>12m,0.660377358490566,0.5-1,0.0,0,0.0,0,4.920452681646712,<25%,30.877358490566035,0.0
26.0,1,1600.0,322.0,68.19999999999999,0,0.0,0.0,0.0,0.0,2.0,11.719999999999999,8.0,1.0,1,357.0,6-12m,1828,>12m,0.1568627450980392,0.1-0.2,0.1568627450980392,0.1-0.5,1.0,0.5-1,68.25938566552902,50-75%,5.731092436974789,1.0
60.0,1,6970.0,11.0,65.19999999999999,0,0.0,0.0,0.0,0.0,7.0,60.97,15.0,0.0,1,90.0,1-3m,125,3-12m,1.3222222222222222,1-2,0.0,0,0.0,0,24.602263408233558,<25%,21.73333333333333,1.0
43.0,1,2800.0,93.0,253.6,0,1.0,0.0,0.0,0.0,7.0,59.01,0.0,2.0,1,389.0,12m+,1030,>12m,0.16195372750642673,0.1-0.2,0.0,0,0.0,0,0.0,<25%,19.55784061696658,0.0
7.0,1,0.0,74.0,192.2,0,0.0,0.0,0.0,1.0,1.0,8.71,1.0,1.0,1,270.0,6-12m,1580,>12m,0.362962962962963,0.2-0.5,0.362962962962963,0.1-0.5,1.0,0.5-1,11.48105625717566,<25%,21.355555555555554,0.0
23.0,0,2030.0,1317.0,211.2,0,0.0,1.0,0.0,0.0,7.0,60.97,4.0,5.0,1,1639.0,12m+,1325,>12m,0.09395973154362416,<0.1,0.0,0,0.0,0,6.5606035755289485,<25%,3.8657718120805367,0.0
3.0,1,0.0,40.0,225.2,0,1.0,0.0,0.0,0.0,2.0,17.42,1.0,1.0,0,145.0,3-6m,40,1-2m,0.2413793103448276,0.2-0.5,0.2896551724137931,0.1-0.5,1.2,>1,5.74052812858783,<25%,46.593103448275855,0.0
62.0,1,3940.0,66.0,133.6,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,0.0,1,101.0,3-6m,728,>12m,0.831683168316832,0.5-1,0.0,0,0.0,0,0.0,<25%,39.683168316831676,0.0
60.0,1,3400.0,88.0,266.1,0,0.0,1.0,0.0,0.0,4.0,34.84,0.0,0.0,1,262.0,6-12m,1332,>12m,0.48091603053435117,0.2-0.5,0.48091603053435117,0.1-0.5,1.0,0.5-1,0.0,<25%,30.469465648854964,0.0
21.0,1,1900.0,308.0,71.19999999999996,0,0.0,1.0,0.0,0.0,7.0,28.98,3.0,1.0,1,352.0,6-12m,1814,>12m,0.3380681818181818,0.2-0.5,0.0,0,0.0,0,10.351966873706004,<25%,6.068181818181815,0.0
34.0,1,5260.0,32.0,281.6,0,1.0,1.0,0.0,0.0,7.0,10.990000000000002,4.0,2.0,1,294.0,6-12m,825,>12m,2.2142857142857144,2-3,0.0,0,0.0,0,36.39672429481346,25-50%,28.734693877551024,0.0
35.0,1,4680.0,147.0,285.45,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,1.0,1,363.0,6-12m,1653,>12m,0.1928374655647383,0.1-0.2,0.0,0,0.0,0,0.0,<25%,23.59090909090909,0.0
74.0,1,7470.0,62.0,106.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,0.0,1,96.0,3-6m,724,>12m,0.65625,0.5-1,0.0,0,0.0,0,0.0,<25%,33.31250000000001,0.0
28.0,0,2460.0,59.0,720.8,0,1.0,0.0,0.0,0.0,2.0,17.42,2.0,2.0,1,979.0,12m+,539,>12m,0.6363636363636364,0.5-1,0.6363636363636364,0.5-1,1.0,0.5-1,11.48105625717566,<25%,22.08784473953013,0.0
22.0,1,2110.0,54.0,189.3,0,0.0,0.0,0.0,1.0,7.0,60.97,1.0,2.0,1,365.0,6-12m,227,3-12m,0.2684931506849315,0.2-0.5,0.0,0,0.0,0,1.6401508938822371,<25%,15.558904109589044,0.0
3.0,1,0.0,149.0,351.28,0,1.0,0.0,0.0,0.0,1.0,8.71,0.0,2.0,1,409.0,12m+,1657,>12m,0.05134474327628362,<0.1,0.05134474327628362,<0.1,1.0,0.5-1,0.0,<25%,25.766259168704153,0.0
28.0,1,2350.0,58.0,130.4,0,0.0,1.0,0.0,0.0,7.0,59.01,1.0,0.0,1,74.0,1-3m,637,>12m,0.3783783783783784,0.2-0.5,0.0,0,0.0,0,1.6946280291476021,<25%,52.86486486486486,0.0
43.0,1,5450.0,123.0,276.2,0,0.0,0.0,0.0,0.0,2.0,50.86,0.0,1.0,1,268.0,6-12m,1629,>12m,0.5485074626865671,0.5-1,0.0,0,0.0,0,0.0,<25%,30.917910447761194,1.0
47.0,0,5040.0,6.0,626.8,1,0.0,1.0,0.0,0.0,7.0,20.02,4.0,4.0,1,1512.0,12m+,6,<1w,0.46296296296296297,0.2-0.5,0.0,0,0.0,0,19.980019980019982,<25%,12.436507936507935,0.0
25.0,1,2260.0,348.0,45.19999999999999,0,0.0,0.0,0.0,1.0,7.0,60.97,0.0,1.0,1,359.0,6-12m,1854,>12m,0.116991643454039,0.1-0.2,0.0,0,0.0,0,0.0,<25%,3.7771587743732584,0.0
24.0,0,1580.0,3.0,254.9,0,0.0,1.0,0.0,0.0,7.0,48.02,11.0,1.0,0,385.0,12m+,3,<1w,1.4363636363636363,1-2,0.0,0,0.0,0,22.907122032486463,<25%,19.862337662337662,0.0
4.0,1,0.0,0.0,1840.9199999999998,0,1.0,0.0,0.0,0.0,2.0,17.140000000000004,15.0,4.0,0,1361.0,12m+,0,<1w,0.7149155033063923,0.5-1,0.6531961792799412,0.5-1,0.9136690647482014,0.5-1,87.51458576429403,>75%,40.57869213813372,0.0
27.0,1,2620.0,41.00000000000001,27.899999999999977,0,0.0,1.0,0.0,0.0,7.0,48.02,4.0,0.0,1,48.0,1-3m,521,>12m,0.5833333333333334,0.5-1,0.0,0,0.0,0,8.329862557267804,<25%,17.437499999999986,0.0
3.0,1,0.0,5.0,69.20000000000002,0,1.0,0.0,0.0,0.0,2.4,5.420000000000002,1.0,0.0,0,19.0,<1m,5,<1w,0.3684210526315789,0.2-0.5,0.3684210526315789,0.1-0.5,1.0,0.5-1,18.450184501845012,<25%,109.26315789473688,0.0
55.0,1,3940.0,28.0,45.30000000000001,0,0.0,1.0,0.0,0.0,7.0,46.97,9.0,0.0,1,51.0,1-3m,405,>12m,1.2352941176470589,1-2,0.0,0,0.0,0,19.16116670215031,<25%,26.647058823529417,0.0
20.0,1,1810.0,19.0,145.2,0,0.0,1.0,0.0,0.0,7.0,60.97,8.0,0.0,1,159.0,3-6m,161,3-12m,1.1886792452830188,1-2,0.0,0,0.0,0,13.121207151057897,<25%,27.396226415094336,0.0
16.0,0,0.0,8.0,91.5,0,0.0,0.0,1.0,0.0,2.4,16.56,5.0,0.0,0,47.0,1-3m,8,1-2w,0.7446808510638298,0.5-1,0.7446808510638298,0.5-1,1.0,0.5-1,30.193236714975846,25-50%,58.40425531914894,0.0
15.0,0,0.0,13.0,933.3,0,0.0,0.0,1.0,0.0,4.0,34.84,7.0,4.0,0,1209.0,12m+,13,1-2w,0.619520264681555,0.5-1,0.619520264681555,0.5-1,1.0,0.5-1,20.0918484500574,<25%,23.15880893300248,0.0
23.0,1,1980.0,54.0,63.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,3.0,0.0,1,96.0,3-6m,716,>12m,1.3125,1-2,0.0,0,0.0,0,4.920452681646712,<25%,19.875000000000007,0.0
27.0,1,2890.0,150.0,744.2,0,1.0,0.0,0.0,0.0,2.0,8.579999999999998,0.0,4.0,0,1165.0,12m+,150,3-12m,0.3605150214592275,0.2-0.5,0.336480686695279,0.1-0.5,0.9333333333333333,0.5-1,0.0,<25%,19.16394849785408,0.0
20.0,1,1310.0,44.99999999999999,887.3999999999999,0,1.0,0.0,0.0,0.0,7.0,60.97,5.0,2.0,0,784.0,12m+,45,1-2m,2.142857142857143,2-3,0.0,0,0.0,0,8.200754469411185,<25%,33.95663265306121,0.0
33.0,0,2320.0,196.0,73.6,0,1.0,0.0,0.0,0.0,7.0,60.97,0.0,1.0,1,203.0,6-12m,1702,>12m,0.034482758620689655,<0.1,0.0,0,0.0,0,0.0,<25%,10.876847290640393,0.0
19.0,1,1340.0,8.999999999999986,143.6,0,0.0,1.0,0.0,0.0,7.0,30.03,4.0,0.0,1,175.0,3-6m,960,>12m,0.72,0.5-1,0.0,0,0.0,0,13.32001332001332,<25%,24.617142857142856,0.0
20.0,1,1410.0,15.0,245.1,0,0.0,1.0,0.0,0.0,7.0,38.99,5.0,2.0,1,435.0,12m+,157,3-12m,0.6114942528735632,0.5-1,0.0,0,0.0,0,12.823800974608874,<25%,16.90344827586207,0.0
36.0,1,1160.0,102.0,544.7,0,1.0,0.0,0.0,0.0,2.0,15.140000000000004,0.0,2.0,1,577.0,12m+,1190,>12m,1.0554592720970537,1-2,0.8492201039861352,0.5-1,0.8045977011494253,0.5-1,0.0,<25%,28.320623916811094,0.0
49.0,1,3480.0,51.0,118.6,0,0.0,1.0,0.0,0.0,7.0,30.03,0.0,0.0,1,65.0,1-3m,1023,>12m,0.2153846153846154,0.2-0.5,0.0,0,0.0,0,0.0,<25%,54.738461538461536,0.0
29.0,1,2350.0,40.0,60.20000000000002,0,0.0,1.0,0.0,0.0,7.0,41.02,1.0,0.0,1,41.0,1-3m,58,1-2m,0.17073170731707318,0.1-0.2,0.0,0,0.0,0,2.4378352023403216,<25%,44.04878048780489,0.0
