n_age,b_gender,n_income,n_daysWithoutFrequency,n_lifetimeValue,b_useByTime,b_waterActivities,b_fitnessActivities,b_teamActivities,b_combatActivities,n_allowedWeeklyVisits,n_allowedVisits,n_realVisits,n_renewals,b_dropout,n_timeAsCustomer,c_timeAsCustomer,n_recency,c_recency,n_frequenciesWeek,c_frequenciesWeek,n_classesWeek,c_classesWeek,n_classesVisit,c_classesVisit,n_ratioUtilization,c_utilization,n_spentPerMonth,b_rareActivities
21.0,1,1870.0,22.000000000000007,83.59999999999997,0,0.0,1.0,0.0,0.0,7.0,30.03,5.0,0.0,1,121.0,3-6m,982,>12m,0.5785123966942148,0.5-1,0.0,0,0.0,0,16.65001665001665,<25%,20.727272727272716,0.0
21.0,0,1720.0,5.0,193.60000000000002,0,0.0,0.0,0.0,0.0,2.0,17.72,9.0,0.0,1,143.0,3-6m,1374,>12m,1.2237762237762237,1-2,1.2237762237762237,>1,1.0,0.5-1,50.7900677200903,50-75%,40.61538461538462,1.0
23.0,1,2210.0,12.0,106.70000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,7.0,0.0,1,128.0,3-6m,185,3-12m,1.0390625,1-2,0.0,0,0.0,0,11.481056257175661,<25%,25.007812500000004,0.0
22.0,0,1260.0,23.0,675.45,0,1.0,1.0,0.0,0.0,7.0,49.0,14.0,2.0,1,614.0,12m+,759,>12m,1.8811074918566775,1-2,0.250814332247557,0.1-0.5,0.13333333333333333,<0.5,28.571428571428573,25-50%,33.00244299674267,0.0
22.0,0,2220.0,13.0,108.59999999999997,0,0.0,1.0,0.0,0.0,7.0,60.97,20.0,0.0,1,99.0,3-6m,1413,>12m,2.8282828282828283,2-3,0.0,0,0.0,0,32.80301787764474,25-50%,32.9090909090909,0.0
40.0,0,3250.0,44.99999999999999,47.60000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,1.0,0.0,1,69.0,1-3m,1441,>12m,0.2028985507246377,0.2-0.5,0.0,0,0.0,0,1.6401508938822371,<25%,20.695652173913054,0.0
56.0,0,5990.0,4.0,958.7,0,0.0,0.0,0.0,0.0,7.0,52.01,18.0,5.0,0,1631.0,12m+,4,<1w,1.3776824034334765,1-2,0.0,0,0.0,0,34.60872909055951,25-50%,17.633966891477623,0.0
32.0,0,3140.0,173.0,43.60000000000002,0,0.0,1.0,0.0,0.0,7.0,3.009999999999998,0.0,1.0,1,180.0,3-6m,1679,>12m,0.03888888888888889,<0.1,0.0,0,0.0,0,0.0,<25%,7.26666666666667,0.0
25.0,0,1760.0,64.0,90.19999999999999,0,0.0,1.0,0.0,0.0,7.0,62.02,0.0,1.0,1,162.0,3-6m,115,3-12m,0.12962962962962962,0.1-0.2,0.043209876543209874,<0.1,0.3333333333333333,<0.5,0.0,<25%,16.703703703703702,0.0
27.0,1,1810.0,59.0,395.2,0,1.0,1.0,0.0,0.0,7.0,30.03,4.0,1.0,1,573.0,12m+,945,>12m,0.7452006980802792,0.5-1,0.0,0,0.0,0,13.32001332001332,<25%,20.691099476439792,0.0
21.0,1,2390.0,142.0,173.2,0,0.0,1.0,0.0,0.0,7.0,28.98,7.0,1.0,1,352.0,6-12m,1648,>12m,0.7357954545454546,0.5-1,0.0,0,0.0,0,24.154589371980677,<25%,14.761363636363635,0.0
23.0,0,1700.0,18.0,119.85,0,0.0,1.0,0.0,0.0,7.0,62.02,17.0,0.0,1,119.0,3-6m,1358,>12m,2.176470588235294,2-3,0.0,0,0.0,0,27.410512737826505,25-50%,30.214285714285715,0.0
20.0,1,1110.0,348.0,203.59999999999997,0,0.0,1.0,0.0,0.0,7.0,30.03,9.0,2.0,1,590.0,12m+,1067,>12m,0.45084745762711864,0.2-0.5,0.0,0,0.0,0,29.97002997002997,25-50%,10.352542372881354,0.0
22.0,1,1690.0,61.0,69.6,0,0.0,0.0,0.0,1.0,7.0,60.97,1.0,0.0,1,74.0,1-3m,1305,>12m,0.0945945945945946,<0.1,0.0,0,0.0,0,1.6401508938822371,<25%,28.216216216216214,0.0
68.0,1,6250.0,4.0,398.6,0,0.0,1.0,0.0,0.0,7.0,60.97,16.0,0.0,1,271.0,6-12m,1191,>12m,2.169741697416974,2-3,0.0,0,0.0,0,26.242414302115794,25-50%,44.125461254612546,0.0
30.0,0,2150.0,48.0,186.59999999999997,0,1.0,0.0,0.0,0.0,7.0,60.97,1.0,2.0,1,131.0,3-6m,1444,>12m,0.42748091603053434,0.2-0.5,0.0,0,0.0,0,1.6401508938822371,<25%,42.73282442748091,0.0
8.0,0,588.0,510.0,648.2,0,0.0,0.0,1.0,0.0,4.0,0.5600000000000023,0.0,2.0,0,785.0,12m+,510,>12m,0.08025477707006369,<0.1,0.08025477707006369,<0.1,1.0,0.5-1,0.0,<25%,24.771974522292997,0.0
46.0,0,4550.0,7.0,425.6,0,0.0,1.0,0.0,1.0,7.0,62.02,0.0,1.0,0,379.0,12m+,7,<1w,0.6649076517150396,0.5-1,0.0,0,0.0,0,0.0,<25%,33.68865435356201,0.0
24.0,1,2290.0,61.0,504.1,0,0.0,1.0,0.0,0.0,7.0,62.02,2.0,5.0,1,1610.0,12m+,112,3-12m,0.5782608695652174,0.5-1,0.0,0,0.0,0,3.224766204450177,<25%,9.393167701863355,0.0
2.0,1,0.0,12.0,733.8,0,1.0,0.0,0.0,0.0,2.0,17.42,2.0,2.0,0,607.0,12m+,12,1-2w,0.2883031301482702,0.2-0.5,0.3113673805601318,0.1-0.5,1.08,>1,11.48105625717566,<25%,36.266886326194395,0.0
10.0,1,0.0,49.0,591.2,0,1.0,0.0,0.0,0.0,4.0,34.84,2.0,2.0,1,430.0,12m+,1323,>12m,1.0906976744186045,1-2,0.9930232558139535,0.5-1,0.9104477611940298,0.5-1,5.74052812858783,<25%,41.24651162790698,0.0
26.0,0,1720.0,62.0,133.6,0,1.0,0.0,0.0,0.0,7.0,60.97,10.0,1.0,1,191.0,6-12m,1568,>12m,0.8795811518324608,0.5-1,0.0,0,0.0,0,16.40150893882237,<25%,20.984293193717274,0.0
26.0,1,2210.0,32.0,220.1,0,0.0,1.0,0.0,0.0,2.0,16.859999999999996,2.0,0.0,1,235.0,6-12m,950,>12m,0.5659574468085107,0.5-1,0.5361702127659574,0.5-1,0.9473684210526315,0.5-1,11.862396204033217,<25%,28.097872340425532,0.0
10.0,1,0.0,41.00000000000001,177.60000000000002,0,1.0,0.0,0.0,0.0,4.0,34.84,11.0,0.0,1,153.0,3-6m,834,>12m,1.0522875816993464,1-2,0.0,0,0.0,0,31.57290470723306,25-50%,34.82352941176471,0.0
8.0,1,0.0,31.0,171.8,0,0.0,0.0,0.0,1.0,1.0,8.71,2.0,0.0,1,227.0,6-12m,173,3-12m,0.43171806167400884,0.2-0.5,0.30837004405286345,0.1-0.5,0.7142857142857143,0.5-1,22.96211251435132,<25%,22.704845814977975,0.0
18.0,1,1930.0,49.0,576.6,0,0.0,0.0,0.0,0.0,3.0,26.13,10.0,1.0,1,331.0,6-12m,1198,>12m,0.676737160120846,0.5-1,0.5498489425981873,0.5-1,0.8125,0.5-1,38.27018752391887,25-50%,52.25981873111783,1.0
29.0,0,3010.0,7.0,207.5,1,0.0,1.0,0.0,0.0,7.0,60.97,8.0,1.0,1,267.0,6-12m,7,<1w,0.8389513108614233,0.5-1,0.0,0,0.0,0,13.121207151057897,<25%,23.314606741573034,0.0
25.0,1,2370.0,326.0,58.19999999999999,0,0.0,0.0,0.0,0.0,7.0,28.98,6.0,1.0,1,341.0,6-12m,1832,>12m,0.12316715542521994,0.1-0.2,0.0,0,0.0,0,20.70393374741201,<25%,5.120234604105571,0.0
39.0,1,4870.0,43.0,172.8,0,0.0,1.0,0.0,0.0,7.0,60.97,7.0,1.0,0,178.0,3-6m,43,1-2m,1.0224719101123596,1-2,0.0,0,0.0,0,11.481056257175661,<25%,29.12359550561798,0.0
21.0,1,1860.0,49.0,111.1,0,0.0,1.0,0.0,0.0,7.0,62.02,7.0,0.0,1,142.0,3-6m,680,>12m,2.119718309859155,2-3,0.0,0,0.0,0,11.28668171557562,<25%,23.471830985915492,0.0
20.0,1,1180.0,31.0,667.6,1,1.0,1.0,0.0,0.0,7.0,24.01,4.0,2.0,1,779.0,12m+,31,1-2m,1.5186136071887035,1-2,0.4492939666238768,0.1-0.5,0.2958579881656805,<0.5,16.659725114535608,<25%,25.709884467265727,0.0
21.0,0,2010.0,72.0,178.5,0,0.0,0.0,0.0,1.0,7.0,59.99,0.0,0.0,1,181.0,6-12m,1377,>12m,0.425414364640884,0.2-0.5,0.0,0,0.0,0,0.0,<25%,29.585635359116022,0.0
56.0,1,4510.0,0.0,280.1,0,0.0,1.0,0.0,0.0,7.0,60.97,47.0,1.0,0,386.0,12m+,0,<1w,4.098445595854923,>3,0.0,0,0.0,0,77.08709201246515,>75%,21.769430051813472,0.0
20.0,0,1180.0,11.0,59.5,0,0.0,1.0,0.0,0.0,7.0,60.97,14.0,0.0,1,63.0,1-3m,335,3-12m,1.5555555555555556,1-2,0.0,0,0.0,0,22.962112514351322,<25%,28.333333333333332,0.0
35.0,1,4000.0,8.0,192.2,0,0.0,1.0,0.0,0.0,7.0,30.03,4.0,2.0,1,501.0,12m+,902,>12m,0.22355289421157684,0.2-0.5,0.0,0,0.0,0,13.32001332001332,<25%,11.508982035928144,0.0
23.0,1,2090.0,14.0,509.45,0,0.0,1.0,0.0,0.0,7.0,60.97,10.0,5.0,1,1527.0,12m+,128,3-12m,0.2337917485265226,0.2-0.5,0.0,0,0.0,0,16.40150893882237,<25%,10.00884086444008,0.0
21.0,1,2480.0,74.0,37.60000000000002,0,0.0,1.0,0.0,0.0,7.0,30.03,3.0,0.0,1,88.0,1-3m,867,>12m,0.1590909090909091,0.1-0.2,0.0,0,0.0,0,9.99000999000999,<25%,12.818181818181825,0.0
44.0,1,4360.0,126.0,85.6,0,1.0,0.0,0.0,0.0,7.0,206.01,0.0,1.0,1,160.0,3-6m,1632,>12m,0.2625,0.2-0.5,0.0,0,0.0,0,0.0,<25%,16.049999999999997,0.0
65.0,0,5610.0,49.0,104.4,0,0.0,1.0,0.0,0.0,7.0,60.97,4.0,0.0,1,98.0,3-6m,590,>12m,0.5714285714285714,0.5-1,0.0,0,0.0,0,6.5606035755289485,<25%,31.95918367346939,0.0
34.0,1,5220.0,15.0,764.8,0,0.0,0.0,0.0,0.0,1.0,8.71,6.0,1.0,1,662.0,12m+,1202,>12m,0.7507552870090635,0.5-1,0.7190332326283988,0.5-1,0.9577464788732394,0.5-1,68.88633754305395,50-75%,34.65861027190332,1.0
0.0,1,0.0,19.0,147.2,0,1.0,0.0,0.0,0.0,2.0,8.280000000000001,1.0,0.0,0,52.0,1-3m,19,2-4w,0.2692307692307692,0.2-0.5,0.0,0,0.0,0,12.077294685990337,<25%,84.92307692307692,0.0
32.0,0,2900.0,286.0,1059.2,0,1.0,1.0,1.0,0.0,4.0,24.0,3.0,5.0,0,1882.0,12m+,286,3-12m,0.10414452709883103,0.1-0.2,0.0,0,0.0,0,12.5,<25%,16.884165781083954,0.0
6.0,0,0.0,3.0,759.2,0,1.0,0.0,0.0,0.0,2.0,17.42,9.0,2.0,0,769.0,12m+,3,<1w,0.7009102730819246,0.5-1,0.64629388816645,0.5-1,0.922077922077922,0.5-1,51.66475315729046,50-75%,29.61768530559168,0.0
40.0,0,4970.0,24.0,55.19999999999996,0,0.0,0.0,0.0,0.0,7.0,35.0,2.0,0.0,1,61.0,1-3m,258,3-12m,1.0327868852459017,1-2,0.0,0,0.0,0,5.714285714285714,<25%,27.147540983606536,1.0
66.0,0,6110.0,0.0,1604.5,1,0.0,1.0,0.0,0.0,7.0,60.97,8.0,5.0,1,1660.0,12m+,0,<1w,0.6240963855421687,0.5-1,0.0,0,0.0,0,13.121207151057897,<25%,28.99698795180723,0.0
15.0,0,0.0,19.0,335.6,0,0.0,0.0,1.0,0.0,2.0,17.42,2.0,1.0,0,380.0,12m+,19,2-4w,0.16578947368421051,0.1-0.2,0.16578947368421051,0.1-0.5,1.0,0.5-1,11.48105625717566,<25%,26.494736842105265,0.0
20.0,1,2090.0,16.0,199.6,0,0.0,1.0,0.0,0.0,7.0,60.97,6.0,1.0,1,301.0,6-12m,1416,>12m,1.069767441860465,1-2,0.0,0,0.0,0,9.840905363293423,<25%,19.893687707641195,0.0
7.0,1,0.0,59.0,177.54,0,1.0,0.0,0.0,0.0,4.0,35.44,1.0,0.0,1,127.0,3-6m,1055,>12m,0.5511811023622047,0.5-1,0.0,0,0.0,0,2.8216704288939054,<25%,41.93858267716536,0.0
38.0,1,4910.0,13.0,315.2,1,0.0,1.0,0.0,0.0,7.0,60.97,4.0,1.0,1,267.0,6-12m,13,1-2w,0.5767790262172284,0.5-1,0.0,0,0.0,0,6.5606035755289485,<25%,35.41573033707865,0.0
2.0,1,0.0,1.0,870.2,0,1.0,0.0,0.0,0.0,2.0,12.280000000000001,6.0,2.0,0,742.0,12m+,1,<1w,0.5943396226415094,0.5-1,0.5566037735849056,0.5-1,0.9365079365079365,0.5-1,48.85993485342019,25-50%,35.18328840970351,0.0
71.0,0,4180.0,1.0,430.92,0,0.0,0.0,0.0,0.0,7.0,59.01,32.0,2.0,0,535.0,12m+,1,<1w,2.94392523364486,2-3,0.0,0,0.0,0,54.22809693272327,50-75%,24.16373831775701,1.0
7.0,1,0.0,88.0,409.1,0,1.0,0.0,0.0,0.0,4.0,34.84,0.0,0.0,1,267.0,6-12m,1332,>12m,0.41947565543071164,0.2-0.5,0.36704119850187267,0.1-0.5,0.875,0.5-1,0.0,<25%,45.96629213483146,0.0
16.0,0,0.0,41.00000000000001,248.6,0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1,218.0,6-12m,1489,>12m,0.3211009174311927,0.2-0.5,0.3211009174311927,0.1-0.5,1.0,0.5-1,16.666666666666668,<25%,34.211009174311926,1.0
1.0,1,0.0,157.0,99.59999999999997,0,1.0,0.0,0.0,0.0,2.0,25.72,0.0,0.0,1,175.0,3-6m,950,>12m,0.04,<0.1,0.0,0,0.0,0,0.0,<25%,17.074285714285708,0.0
47.0,0,6270.0,49.0,72.0,0,1.0,0.0,0.0,0.0,7.0,60.97,8.0,1.0,1,134.0,3-6m,1555,>12m,0.5223880597014925,0.5-1,0.0,0,0.0,0,13.121207151057897,<25%,16.119402985074625,0.0
21.0,1,1280.0,119.0,37.60000000000002,0,0.0,1.0,0.0,0.0,7.0,28.98,5.0,1.0,1,141.0,3-6m,1625,>12m,0.24822695035460993,0.2-0.5,0.0,0,0.0,0,17.25327812284334,<25%,8.000000000000005,0.0
15.0,0,0.0,1.0,2051.55,0,1.0,0.0,0.0,0.0,4.0,34.84,18.0,5.0,0,1598.0,12m+,1,<1w,0.7315394242803505,0.5-1,0.7052565707133918,0.5-1,0.9640718562874252,0.5-1,51.66475315729046,50-75%,38.51470588235294,0.0
2.0,1,0.0,225.0,592.0,0,1.0,0.0,0.0,0.0,2.0,17.42,0.0,2.0,1,534.0,12m+,243,3-12m,0.19662921348314608,0.1-0.2,0.19662921348314608,0.1-0.5,1.0,0.5-1,0.0,<25%,33.258426966292134,0.0
26.0,0,2250.0,54.0,580.5,0,0.0,0.0,1.0,0.0,7.0,62.02,1.0,2.0,1,640.0,12m+,105,3-12m,1.1703125,1-2,0.0,0,0.0,0,1.6123831022250885,<25%,27.2109375,0.0
33.0,0,2750.0,236.0,231.1,0,1.0,0.0,0.0,0.0,7.0,60.97,0.0,1.0,1,251.0,6-12m,1742,>12m,0.027888446215139442,<0.1,0.0,0,0.0,0,0.0,<25%,27.621513944223107,0.0
20.0,1,1530.0,25.999999999999993,88.50000000000003,0,0.0,1.0,0.0,0.0,7.0,32.97,1.0,1.0,1,242.0,6-12m,380,>12m,0.11570247933884298,0.1-0.2,0.0,0,0.0,0,3.0330603579011224,<25%,10.971074380165293,0.0
22.0,0,1800.0,6.0,106.70000000000002,0,0.0,1.0,0.0,0.0,7.0,60.97,21.0,1.0,0,255.0,6-12m,6,<1w,1.6470588235294117,1-2,0.0,0,0.0,0,34.443168771526985,25-50%,12.55294117647059,0.0
27.0,0,1700.0,292.0,70.19999999999999,0,0.0,1.0,0.0,0.0,7.0,28.98,4.0,1.0,1,313.0,6-12m,1798,>12m,0.08945686900958466,<0.1,0.0,0,0.0,0,13.802622498274673,<25%,6.728434504792331,0.0
18.0,1,1140.0,105.0,79.6,0,0.0,0.0,1.0,0.0,4.0,51.44,0.0,0.0,1,145.0,3-6m,898,>12m,0.14482758620689656,0.1-0.2,0.0,0,0.0,0,0.0,<25%,16.46896551724138,0.0
39.0,1,3130.0,88.0,160.2,0,1.0,0.0,0.0,0.0,7.0,60.97,0.0,1.0,1,144.0,3-6m,106,3-12m,0.9236111111111112,0.5-1,0.0,0,0.0,0,0.0,<25%,33.37499999999999,0.0
21.0,1,2300.0,36.0,217.2,0,0.0,1.0,0.0,0.0,7.0,56.98,9.0,1.0,1,403.0,12m+,1462,>12m,0.8511166253101737,0.5-1,0.0,0,0.0,0,15.795015795015797,<25%,16.168734491315135,0.0
24.0,1,2550.0,44.0,82.35,0,1.0,0.0,0.0,0.0,7.0,60.97,6.0,0.0,1,65.0,1-3m,1101,>12m,0.5384615384615384,0.5-1,0.0,0,0.0,0,9.840905363293423,<25%,38.0076923076923,0.0
18.0,0,1210.0,51.0,38.60000000000002,0,0.0,1.0,0.0,0.0,7.0,51.03,1.0,0.0,1,54.0,1-3m,1477,>12m,0.12962962962962962,0.1-0.2,0.0,0,0.0,0,1.9596315892612188,<25%,21.444444444444457,0.0
21.0,1,1760.0,36.0,200.3,0,0.0,1.0,0.0,0.0,7.0,60.97,5.0,1.0,1,588.0,12m+,1310,>12m,0.7380952380952381,0.5-1,0.0,0,0.0,0,8.200754469411185,<25%,10.21938775510204,0.0
80.0,0,7210.0,47.0,83.59999999999997,0,0.0,1.0,0.0,0.0,7.0,60.97,3.0,0.0,1,90.0,1-3m,709,>12m,0.7,0.5-1,0.0,0,0.0,0,4.920452681646712,<25%,27.866666666666656,0.0
24.0,0,2800.0,147.0,437.6,0,0.0,0.0,1.0,0.0,7.0,60.97,0.0,1.0,1,362.0,6-12m,891,>12m,1.0828729281767955,1-2,0.0,0,0.0,0,0.0,<25%,36.26519337016575,0.0
1.0,0,0.0,5.0,369.5,0,1.0,0.0,0.0,0.0,2.0,17.42,6.0,1.0,0,269.0,6-12m,5,<1w,0.7026022304832714,0.5-1,0.2862453531598513,0.1-0.5,0.4074074074074074,<0.5,34.44316877152698,25-50%,41.20817843866171,0.0
8.0,0,0.0,2.0,614.6,0,1.0,0.0,0.0,0.0,4.0,32.56,13.0,2.0,0,663.0,12m+,2,<1w,0.5279034690799397,0.5-1,0.43288084464555043,0.1-0.5,0.8199999999999998,0.5-1,39.926289926289925,25-50%,27.809954751131222,0.0
6.0,1,0.0,19.0,70.5,0,1.0,0.0,0.0,0.0,4.0,23.44,5.0,0.0,1,42.0,1-3m,161,3-12m,0.8333333333333334,0.5-1,0.0,0,0.0,0,21.331058020477816,<25%,50.35714285714286,0.0
43.0,1,1590.0,741.0,514.45,0,0.0,1.0,0.0,0.0,7.0,38.01,0.0,4.0,1,1343.0,12m+,1095,>12m,0.3231571109456441,0.2-0.5,0.0,0,0.0,0,0.0,<25%,11.49180938198064,0.0
2.0,1,0.0,137.0,157.6,0,1.0,0.0,0.0,0.0,1.0,8.71,0.0,1.0,1,184.0,6-12m,1643,>12m,0.15217391304347827,0.1-0.2,0.07608695652173914,<0.1,0.5,<0.5,0.0,<25%,25.695652173913043,0.0
20.0,1,2200.0,317.0,71.19999999999996,0,0.0,1.0,0.0,0.0,7.0,28.98,4.0,1.0,1,357.0,6-12m,1823,>12m,0.1568627450980392,0.1-0.2,0.0,0,0.0,0,13.802622498274673,<25%,5.983193277310922,0.0
45.0,1,4960.0,150.0,205.1,0,0.0,0.0,0.0,1.0,7.0,59.01,0.0,0.0,1,171.0,3-6m,1087,>12m,0.04093567251461988,<0.1,0.0,0,0.0,0,0.0,<25%,35.98245614035088,0.0
51.0,1,4580.0,37.0,476.8,0,0.0,0.0,0.0,1.0,7.0,62.02,2.0,1.0,1,443.0,12m+,1402,>12m,0.8532731376975169,0.5-1,0.0,0,0.0,0,3.224766204450177,<25%,32.28893905191874,0.0
20.0,0,2070.0,60.0,136.6,0,0.0,0.0,0.0,0.0,1.0,8.71,1.0,2.0,1,523.0,12m+,1247,>12m,0.16061185468451247,0.1-0.2,0.09369024856596558,<0.1,0.5833333333333331,0.5-1,11.48105625717566,<25%,7.835564053537284,1.0
29.0,0,2160.0,46.0,113.60000000000002,0,1.0,0.0,0.0,0.0,2.0,17.42,5.0,0.0,1,96.0,3-6m,1073,>12m,0.8020833333333334,0.5-1,0.8020833333333334,0.5-1,1.0,0.5-1,28.702640642939148,25-50%,35.50000000000001,0.0
35.0,1,5030.0,141.0,134.6,0,0.0,1.0,0.0,0.0,7.0,28.98,3.0,1.0,1,240.0,6-12m,1647,>12m,0.4666666666666667,0.2-0.5,0.0,0,0.0,0,10.351966873706004,<25%,16.825,0.0
35.0,1,2600.0,255.0,785.8,0,1.0,0.0,0.0,1.0,7.0,60.97,0.0,1.0,1,368.0,12m+,1763,>12m,0.11413043478260869,0.1-0.2,0.07608695652173914,<0.1,0.6666666666666666,0.5-1,0.0,<25%,64.05978260869564,0.0
25.0,1,2760.0,1.0,88.70000000000002,0,0.0,1.0,0.0,0.0,6.6,24.01,5.0,0.0,0,24.0,<1m,1,<1w,1.4583333333333333,1-2,0.0,0,0.0,0,20.824656393169512,<25%,110.87500000000003,0.0
19.0,1,1400.0,35.0,164.5,0,0.0,1.0,0.0,0.0,7.0,60.97,2.0,0.0,1,272.0,6-12m,149,3-12m,0.30882352941176483,0.2-0.5,0.0,0,0.0,0,3.2803017877644742,<25%,18.143382352941174,0.0
23.0,1,2630.0,57.0,97.19999999999999,0,1.0,1.0,0.0,0.0,7.0,60.97,1.0,2.0,1,646.0,12m+,1114,>12m,0.11919504643962849,0.1-0.2,0.0,0,0.0,0,1.6401508938822371,<25%,4.513931888544891,0.0
23.0,0,1890.0,37.0,239.6,0,0.0,1.0,0.0,0.0,7.0,67.97,5.0,0.0,1,304.0,6-12m,1224,>12m,1.9111842105263157,1-2,0.0,0,0.0,0,7.356186552890981,<25%,23.64473684210526,0.0
4.0,0,0.0,23.0,183.4,0,1.0,0.0,0.0,0.0,2.0,17.42,7.0,1.0,1,171.0,3-6m,358,3-12m,0.5321637426900585,0.5-1,0.5321637426900585,0.5-1,1.0,0.5-1,40.1836969001148,25-50%,32.175438596491226,0.0
25.0,1,2330.0,12.0,167.8,0,1.0,0.0,0.0,0.0,3.0,26.13,3.0,0.0,1,113.0,3-6m,469,>12m,0.9292035398230089,0.5-1,0.9292035398230089,0.5-1,1.0,0.5-1,11.481056257175661,<25%,44.548672566371685,0.0
62.0,0,5670.0,122.0,253.7,0,0.0,1.0,0.0,0.0,4.0,29.72,0.0,1.0,1,199.0,6-12m,1578,>12m,0.3165829145728643,0.2-0.5,0.2814070351758794,0.1-0.5,0.8888888888888888,0.5-1,0.0,<25%,38.246231155778894,0.0
48.0,1,3470.0,83.0,82.75,0,1.0,0.0,0.0,0.0,1.0,8.86,0.0,0.0,1,97.0,3-6m,344,3-12m,0.07216494845360824,<0.1,0.07216494845360824,<0.1,1.0,0.5-1,0.0,<25%,25.59278350515464,0.0
7.0,0,0.0,3.0,1287.07,0,1.0,0.0,0.0,0.0,2.0,15.420000000000002,8.0,4.0,0,1483.0,12m+,3,<1w,0.36345246122724206,0.2-0.5,0.28320971004720163,0.1-0.5,0.7792207792207793,0.5-1,51.88067444876783,50-75%,26.03648010788941,0.0
53.0,1,4190.0,0.0,440.6,0,0.0,1.0,0.0,0.0,6.2,48.84,17.0,0.0,0,57.0,1-3m,0,<1w,2.087719298245614,2-3,2.087719298245614,>1,1.0,0.5-1,34.80753480753481,25-50%,231.8947368421053,0.0
15.0,0,0.0,32.0,159.1,0,0.0,0.0,0.0,1.0,7.0,60.97,1.0,0.0,1,125.0,3-6m,146,3-12m,0.112,0.1-0.2,0.0,0,0.0,0,1.6401508938822371,<25%,38.184,0.0
22.0,0,2010.0,92.0,140.4,0,0.0,1.0,0.0,0.0,7.0,60.97,0.0,0.0,1,147.0,3-6m,549,>12m,0.19047619047619047,0.1-0.2,0.0,0,0.0,0,0.0,<25%,28.653061224489797,0.0
2.0,0,0.0,19.0,147.2,0,1.0,0.0,0.0,0.0,2.0,17.140000000000004,3.0,0.0,0,71.0,1-3m,19,2-4w,0.29577464788732394,0.2-0.5,0.19718309859154928,0.1-0.5,0.6666666666666666,0.5-1,17.502917152858807,<25%,62.197183098591545,0.0
27.0,0,2440.0,100.0,134.6,0,0.0,1.0,0.0,0.0,7.0,28.98,5.0,1.0,1,224.0,6-12m,1606,>12m,0.4375,0.2-0.5,0.0,0,0.0,0,17.25327812284334,<25%,18.026785714285715,0.0
2.0,0,0.0,44.99999999999999,186.2,0,1.0,0.0,0.0,0.0,2.0,17.72,2.0,1.0,1,175.0,3-6m,96,3-12m,0.48000000000000015,0.2-0.5,0.2,0.1-0.5,0.4166666666666665,<0.5,11.286681715575622,<25%,31.919999999999995,0.0
58.0,1,6470.0,698.0,542.05,0,1.0,1.0,0.0,0.0,7.0,60.97,0.0,2.0,1,976.0,12m+,1221,>12m,0.33709016393442626,0.2-0.5,0.0,0,0.0,0,0.0,<25%,16.661372950819672,0.0
2.0,0,0.0,60.0,233.6,0,1.0,0.0,0.0,0.0,2.0,17.72,1.0,0.0,1,158.0,3-6m,691,>12m,0.4873417721518987,0.2-0.5,0.5759493670886076,0.5-1,1.1818181818181819,>1,5.643340857787811,<25%,44.35443037974683,0.0
20.0,0,2240.0,3.0,61.599999999999994,0,0.0,1.0,0.0,0.0,7.0,30.03,11.0,0.0,1,61.0,1-3m,883,>12m,3.098360655737705,>3,0.0,0,0.0,0,36.63003663003663,25-50%,30.29508196721311,0.0
50.0,1,2860.0,42.0,56.19999999999999,0,0.0,1.0,0.0,0.0,7.0,39.97,5.0,0.0,0,58.0,1-3m,42,1-2m,0.603448275862069,0.5-1,0.0,0,0.0,0,12.509382036527397,<25%,29.068965517241374,0.0
41.0,0,3580.0,301.0,328.2,0,0.0,0.0,1.0,0.0,2.0,17.42,0.0,1.0,1,359.0,6-12m,1727,>12m,0.019498607242339833,<0.1,0.019498607242339833,<0.1,1.0,0.5-1,0.0,<25%,27.426183844011142,0.0
30.0,1,3000.0,38.0,492.6,0,1.0,0.0,0.0,1.0,7.0,60.97,10.0,2.0,1,483.0,12m+,1095,>12m,2.217391304347826,2-3,0.0,0,0.0,0,16.40150893882237,<25%,30.596273291925463,0.0
71.0,1,4680.0,75.0,137.6,0,0.0,1.0,0.0,0.0,2.0,17.42,0.0,0.0,1,128.0,3-6m,1319,>12m,0.2734375,0.2-0.5,0.2734375,0.1-0.5,1.0,0.5-1,0.0,<25%,32.25,0.0
23.0,0,2290.0,32.0,307.45,0,0.0,1.0,0.0,0.0,7.0,67.97,18.0,2.0,1,516.0,12m+,1219,>12m,1.682170542635659,1-2,0.0,0,0.0,0,26.48227159040753,25-50%,17.875,0.0
21.0,1,1960.0,519.0,59.5,0,0.0,1.0,0.0,0.0,7.0,60.97,2.0,2.0,1,566.0,12m+,562,>12m,0.13604240282685512,0.1-0.2,0.0,0,0.0,0,3.2803017877644742,<25%,3.153710247349823,0.0
25.0,0,1880.0,13.0,51.400000000000006,0,1.0,0.0,0.0,0.0,7.0,45.99,3.0,0.0,1,46.0,1-3m,470,>12m,0.45652173913043476,0.2-0.5,0.0,0,0.0,0,6.523157208088715,<25%,33.52173913043479,0.0
